27/2/2025 18:48 | LQozS57opxc5ZVl9kL6aKRUDEQ0yJ2xu | [error] | Method: POST | Status: 500 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/login | Request Body : {"email":"admin@churchsoln.com","password":"ChurchsolnAdmin2025!"} | Error : SequelizeDatabaseError: relation "schoolproject.users" does not exist
27/2/2025 20:23 | vh4qT1CrTBAEXCszMBaKpQl63AWaQURF | [error] | Method: POST | Status: 500 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/login | Request Body : {"email":"jhon@gmail.com","password":"jhon123"} | Error : Error: Invalid array length
27/2/2025 20:25 | bihBPnezE0A3JY9nk23aVOASopykXC9v | [error] | Method: POST | Status: 500 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/login | Request Body : {"email":"jhon@gmail.com","password":"jhon123"} | Error : Error: jwt is not defined
27/2/2025 20:26 | UO4DOyn2OYPcp0B5nefrWCJni9CPwSxA | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/login | Request Body : {"email":"jhon@gmail.com","password":"jhon123"} | Response :  {"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MiwiZW1haWwiOiJqaG9uQGdtYWlsLmNvbSIsImlhdCI6MTc0MDY2ODE4MH0.XQNHeV2lN_odk6TYmgVw0qqYgjYtXefH3PO0Y7_H5tQ"}
27/2/2025 20:29 | PBAuGqgx8dYSldRT877camOkXhzwvnnA | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/login | Request Body : {"email":"jhon@gmail.com","password":"jhon123"} | Response :  {"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MiwiZW1haWwiOiJqaG9uQGdtYWlsLmNvbSIsImlhdCI6MTc0MDY2ODM3N30.dK0ckgLz2ney-x-LOL2WlthXYqrzgLsuN7qWZ7aysBk"}
27/2/2025 20:31 | nnhofpyAVauJN85Hsh06sWGLY8P259eq | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/login | Request Body : {"email":"jhon@gmail.com","password":"jhon123"} | Response :  {"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MiwiZW1haWwiOiJqaG9uQGdtYWlsLmNvbSIsImlhdCI6MTc0MDY2ODQ3OX0.LMdJAq2g6cXuiV_fHGN2rFiHJ26xUK_sFL--MinnfNM"}
27/2/2025 21:03 | hM6OY3wiDENnt3tFHJvS1kRvAgoPZqpF | [error] | Method: POST | Status: 400 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/forgot-password | Request Body : {"email":"zjhon@gmail.com"} | Error : Invalid Email
27/2/2025 21:04 | rcrvZ9FObXPJL4OPCTHMssoiYSnJkaau | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/forgot-password | Request Body : {"email":"jhon@gmail.com"} | Response :  null
27/2/2025 21:06 | Jl7mpWbCrMpe5bAZrbqkv9OzKi5CcWmc | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/forgot-password | Request Body : {"email":"bdxakila71@gmail.com"} | Response :  null
27/2/2025 21:19 | PiFgpIAHWDz1RddEHvrHJXUzTU49w5iV | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/reset-password | Request Body : {"email":"jhon@gmail.com","otp":"UYJS","password":"jhon123"} | Response :  null
27/2/2025 21:21 | cg9U6zYAj1YIeGJuYElFqbUjSneTt997 | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/login | Request Body : {"email":"jhon@gmail.com","password":"jhon123"} | Response :  {"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MiwiZW1haWwiOiJqaG9uQGdtYWlsLmNvbSIsImlhdCI6MTc0MDY3MTQ2MH0.gwYFwzgImAZYS6K9GoGN8dp1lHufQrg3GFPztTLfjnU"}
27/2/2025 21:26 | tcEDU5LjJVsKDnlISTAy9hsbFkeKxKr6 | [error] | Method: GET | Status: 401 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/profile | Request Body : {} | Error : Unauthorized
27/2/2025 21:26 | F5az4ntTbdvH8nDdBsv6QnDtFwoNBfcN | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/login | Request Body : {"email":"jhon@gmail.com","password":"jhon123"} | Response :  {"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MiwiZW1haWwiOiJqaG9uQGdtYWlsLmNvbSIsImlhdCI6MTc0MDY3MTc3MX0.E9AGP2c5q68sBpqyjXhRYkhJuOOIyUBHs2Srn7GXbiA"}
27/2/2025 21:32 | wncoGbf2nT75MOP1JbKeaXeIJZRDsS2P | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/profile | Request Body : {} | Response :  {"id":2,"first_name":"Jhon","last_name":"Peter","email":"jhon@gmail.com","city":"Lagos","status":true,"created_at":"2025-02-27T14:33:54.374Z","updated_at":"2025-02-27T14:33:54.374Z","token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MiwiZW1haWwiOiJqaG9uQGdtYWlsLmNvbSIsImlhdCI6MTc0MDY3MTc3MX0.E9AGP2c5q68sBpqyjXhRYkhJuOOIyUBHs2Srn7GXbiA"}
27/2/2025 21:32 | Vy6ggVAHDyAu5Kj4MCmwGIlbNALqOQyF | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/profile | Request Body : {} | Response :  {"id":2,"first_name":"Jhon","last_name":"Peter","email":"jhon@gmail.com","city":"Lagos","status":true,"created_at":"2025-02-27T14:33:54.374Z","updated_at":"2025-02-27T14:33:54.374Z","token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MiwiZW1haWwiOiJqaG9uQGdtYWlsLmNvbSIsImlhdCI6MTc0MDY3MTc3MX0.E9AGP2c5q68sBpqyjXhRYkhJuOOIyUBHs2Srn7GXbiA"}
27/2/2025 21:43 | 1m36sLi7UW7lKEnrvTJLSzFsUnJ09zHA | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/profile | Request Body : {} | Response :  {"id":2,"first_name":"Jhon","last_name":"Peter","email":"jhon@gmail.com","city":"Lagos","status":true,"created_at":"2025-02-27T14:33:54.374Z","updated_at":"2025-02-27T14:33:54.374Z"}
27/2/2025 23:05 | wJQ4bCd2m5Y6LVTkDoCBYTBkh4tokamh | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/login | Request Body : {"email":"jhon@gmail.com","password":"jhon123"} | Response :  {"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MiwiZW1haWwiOiJqaG9uQGdtYWlsLmNvbSIsImlhdCI6MTc0MDY3NzczMH0.3V8oTivmiIJpcCniI_gjyfSJRACFNwPoJ3MX-tZMdiM"}
27/2/2025 23:06 | 8zlJguN3hziMUZVYPuICShl59uBc1vC1 | [info] | Method: PATCH | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/profile | Request Body : {"first_name":"Jhon","last_name":"Peter","city":"Lagos"} | Response :  null
27/2/2025 23:06 | myLIlMdlrhmF4M2AVVKbFkBzW43YmFsK | [info] | Method: PATCH | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/profile | Request Body : {"first_name":"Jhon","last_name":"Peter","city":"Lagos"} | Response :  null
27/2/2025 23:06 | 1kW1pxcGKdALFyyLERKPq0fHVpbr5qQu | [error] | Method: PATCH | Status: 401 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/profile | Request Body : {"first_name":"Jhon","last_name":"Peter","city":"Lagos"} | Error : Unauthorized
27/2/2025 23:06 | I40BCLcW0bc9zZNzuaHtORRHx8pByh79 | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/login | Request Body : {"email":"jhon@gmail.com","password":"jhon123"} | Response :  {"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MiwiZW1haWwiOiJqaG9uQGdtYWlsLmNvbSIsImlhdCI6MTc0MDY3NzgxOH0.IDP7LKDyuOhzD_BWnkKxNVkfGV2MA2ID-AQfIyZ0XNs"}
27/2/2025 23:09 | poS9LPvGLMYem7IMMH7aqZHnsoNE5CyX | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/login | Request Body : {"email":"jhon@gmail.com","password":"jhon123"} | Response :  {"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MiwiZW1haWwiOiJqaG9uQGdtYWlsLmNvbSIsImlhdCI6MTc0MDY3Nzk4N30.afuxCsMB3EwXhAXJ6uVc-bMv99JCt3E9RZBLbi3raAs"}
27/2/2025 23:10 | rjYlLfK2s5rbQdXFnUhFlGkiCo1AySt3 | [error] | Method: PATCH | Status: 401 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/profile | Request Body : {"first_name":"Jhon","last_name":"Peter","city":"Lagos"} | Error : Unauthorized
27/2/2025 23:10 | 9wUfUZowqXiTqzO0v6ehWC61kZyjnbLa | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/login | Request Body : {"email":"jhon@gmail.com","password":"jhon123"} | Response :  {"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MiwiZW1haWwiOiJqaG9uQGdtYWlsLmNvbSIsImlhdCI6MTc0MDY3ODAxM30.iz3NuAfkonhzs5aUXsyhO7yWC_TAq3NKShNP3FHTfCk"}
27/2/2025 23:10 | uqhY7iH5G5i7bG1Fw5qLTfujYxDZdXfs | [error] | Method: PATCH | Status: 401 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/profile | Request Body : {"first_name":"Jhon","last_name":"Peter","city":"Lagos"} | Error : Unauthorized
27/2/2025 23:10 | Dg8zc5w2NruHKGdUUUTZKBed0YIJ1y0t | [error] | Method: GET | Status: 401 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/profile | Request Body : {} | Error : Unauthorized
27/2/2025 23:10 | 4AGNVCupH7oRfcH9VfM4XAuXpb3tEZj4 | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/login | Request Body : {"email":"jhon@gmail.com","password":"jhon123"} | Response :  {"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MiwiZW1haWwiOiJqaG9uQGdtYWlsLmNvbSIsImlhdCI6MTc0MDY3ODA0NX0.SIYOxkoYgfzDk_Ie-h1KEIPUKdsFk3STdV9BRkpWSro"}
27/2/2025 23:11 | jmQ9rKzyEkg2UXJsRs0Y53QYflLpHtf6 | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/profile | Request Body : {} | Response :  {"id":2,"first_name":"Jhon","last_name":"Peter","email":"jhon@gmail.com","city":"Lagos","status":true,"created_at":"2025-02-27T14:33:54.374Z","updated_at":"2025-02-27T14:33:54.374Z"}
27/2/2025 23:11 | eWxoevVRayIBj7jLecRwzn9BI6pmQB8s | [info] | Method: PATCH | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/profile | Request Body : {"first_name":"Jhon","last_name":"Peter","city":"Lagos"} | Response :  null
27/2/2025 23:11 | p7uszoLYPWnYH77JXzpMj10uLgdkOxDG | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/profile | Request Body : {} | Response :  {"id":2,"first_name":"Jhon","last_name":"Peter","email":"jhon@gmail.com","city":"Lagos","status":true,"created_at":"2025-02-27T14:33:54.374Z","updated_at":"2025-02-27T14:33:54.374Z"}
27/2/2025 23:11 | 47uMqXYxSXnodJVtHvNiWKyWvXYfXIe2 | [info] | Method: PATCH | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/profile | Request Body : {"first_name":"Jhon","last_name":"Peter","city":"Lagoss"} | Response :  null
27/2/2025 23:11 | xK4pcQzE8iG7qeZ22blPAeKdnpIZdXJd | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/profile | Request Body : {} | Response :  {"id":2,"first_name":"Jhon","last_name":"Peter","email":"jhon@gmail.com","city":"Lagoss","status":true,"created_at":"2025-02-27T14:33:54.374Z","updated_at":"2025-02-27T14:33:54.374Z"}
27/2/2025 23:53 | rziJXqccDa9MZOerNAivnQ7P9L5ebcuv | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/profile | Request Body : {} | Response :  {"id":2,"first_name":"Jhon","last_name":"Peter","email":"jhon@gmail.com","city":"Lagoss","status":true,"created_at":"2025-02-27T14:33:54.374Z","updated_at":"2025-02-27T14:33:54.374Z"}
27/2/2025 23:55 | MvsmOKFWyYbcQkq0tGh7RYA5pm7Br1Fq | [error] | Method: POST | Status: 422 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/eco-challenge | Request Body : {"challengeName":"string","description":"string","city":"string","status":"string"} | BadRequestError : {"status":"status must be one of [active, completed, expired]"}
27/2/2025 23:55 | 1JzdAVVO0IpIKZcR8iGH6kdoMQ3IBpNR | [error] | Method: POST | Status: 500 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/eco-challenge | Request Body : {"challengeName":"string","description":"string","city":"string","status":"active"} | Error : Error: Cannot read properties of undefined (reading 'create')
27/2/2025 23:56 | NymJJDxeJY4K39XVZYTGKO2Aadx2cmXl | [error] | Method: POST | Status: 500 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/eco-challenge | Request Body : {"challengeName":"string","description":"string","city":"string","status":"active"} | Error : Error: Cannot read properties of undefined (reading 'create')
27/2/2025 23:56 | qH9PXdvxay3u0eFvnSNdsT4n0bTHzC0a | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/eco-challenge | Request Body : {"challengeName":"string","description":"string","city":"string","status":"active"} | Response :  {"id":1,"description":"string","city":"string","status":"active","user_id":null,"challenge_name":null,"created_at":"2025-02-27T18:26:23.082Z","updated_at":"2025-02-27T18:26:23.082Z"}
27/2/2025 23:57 | fPfiBeEVBzZWO2Yx8qlXk7KHTdnVSic5 | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/eco-challenge | Request Body : {"challengeName":"string","description":"string","city":"string","status":"active"} | Response :  {"id":2,"user_id":2,"description":"string","city":"string","status":"active","challenge_name":null,"created_at":"2025-02-27T18:27:46.685Z","updated_at":"2025-02-27T18:27:46.685Z"}
27/2/2025 23:58 | NMTrIHdUcc6Mffvy2rkLcKOamo5t7baM | [error] | Method: POST | Status: 422 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/eco-challenge | Request Body : {"challenge_name":"string","description":"string","city":"string","status":"active"} | BadRequestError : {"challengeName":"challengeName is required"}
27/2/2025 23:58 | 4bEbQoDgICkBxZpLEzKoyXkL7uGjmuv4 | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/eco-challenge | Request Body : {"challenge_name":"string","description":"string","city":"string","status":"active"} | Response :  {"id":3,"user_id":2,"challenge_name":"string","description":"string","city":"string","status":"active","created_at":"2025-02-27T18:28:21.192Z","updated_at":"2025-02-27T18:28:21.192Z"}
27/2/2025 23:58 | E53ym8nb0ctk2NHdMScyx2DnJTPszrU9 | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/eco-challenge | Request Body : {"challenge_name":"string","description":"string","city":"string","status":"active"} | Response :  {"id":1,"user_id":2,"challenge_name":"string","description":"string","city":"string","status":"active","created_at":"2025-02-27T18:28:41.133Z","updated_at":"2025-02-27T18:28:41.133Z"}
