1/3/2025 23:16 | XOgYIU6tpqRRta3HrqlO1JFp3ZYJA8gq | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/login | Request Body : {"email":"jhon@gmail.com","password":"jhon123"} | Response :  {"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiZW1haWwiOiJqaG9uQGdtYWlsLmNvbSIsImlhdCI6MTc0MDg1MTIwM30.Uln5w9IvRMNXE4Y8CNV1FzyxzfEOjqLjaA_pSUs32jc"}
1/3/2025 23:36 | KmvRCg9FeqpOjjP4NainLGG8JivPCT3o | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:36 | i9VVDKUFau9nsSujBHAuPYa6Y34oXACq | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:36 | DYjmJcB3lzvJzCO4Kwub0a89BqxcAs2t | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:36 | fe8rrEUo9ql3ehsvliFLgYTMVTbD2MbP | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:36 | ULBKVcMt0wTDxL5FK40LMdcgESLaHih8 | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:36 | wLmavRSEcJzgLw5eTFbhdIV1QoukzaKI | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  []
1/3/2025 23:36 | wLmavRSEcJzgLw5eTFbhdIV1QoukzaKI | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  []
1/3/2025 23:36 | ecoaBoh0hUHHTnMRBRogOaROYWusjf0y | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:37 | NSD8G3X5Z2GHO1vZqFQmDa5xFrGCjAoN | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/login | Request Body : {"email":"jhon@gmail.com","password":"jhon123"} | Response :  {"token":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6MSwiZW1haWwiOiJqaG9uQGdtYWlsLmNvbSIsImlhdCI6MTc0MDg1MjQ3MX0.j5cb1NXFYj0xCdGdAG54jiGWbwh0yNarj6KzPhgBu0Q"}
1/3/2025 23:37 | BjvM18UGcMfjzy1BekH76ICeBYr1exsJ | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/profile | Request Body : {} | Response :  {"id":1,"first_name":"Jhon","last_name":"Peter","email":"jhon@gmail.com","city":"Lagos","status":true,"created_at":"2025-02-28T04:20:55.559Z","updated_at":"2025-02-28T04:20:55.559Z"}
1/3/2025 23:37 | BjvM18UGcMfjzy1BekH76ICeBYr1exsJ | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/profile | Request Body : {} | Response :  {"id":1,"first_name":"Jhon","last_name":"Peter","email":"jhon@gmail.com","city":"Lagos","status":true,"created_at":"2025-02-28T04:20:55.559Z","updated_at":"2025-02-28T04:20:55.559Z"}
1/3/2025 23:37 | BjvM18UGcMfjzy1BekH76ICeBYr1exsJ | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/green-points | Request Body : {} | Response :  {"id":2,"user_id":1,"reward_points":40,"created_at":"2025-02-28T04:22:22.621Z","updated_at":"2025-02-28T04:22:22.621Z"}
1/3/2025 23:37 | BjvM18UGcMfjzy1BekH76ICeBYr1exsJ | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/green-points | Request Body : {} | Response :  {"id":2,"user_id":1,"reward_points":40,"created_at":"2025-02-28T04:22:22.621Z","updated_at":"2025-02-28T04:22:22.621Z"}
1/3/2025 23:37 | BjvM18UGcMfjzy1BekH76ICeBYr1exsJ | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/leader-board | Request Body : {} | Response :  [{"user_id":1,"max_score":"low","users":{"id":1,"first_name":"Jhon","last_name":"Peter","email":"jhon@gmail.com","city":"Lagos","status":true,"created_at":"2025-02-28T04:20:55.559Z","updated_at":"2025-02-28T04:20:55.559Z"}}]
1/3/2025 23:37 | BjvM18UGcMfjzy1BekH76ICeBYr1exsJ | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/leader-board | Request Body : {} | Response :  [{"user_id":1,"max_score":"low","users":{"id":1,"first_name":"Jhon","last_name":"Peter","email":"jhon@gmail.com","city":"Lagos","status":true,"created_at":"2025-02-28T04:20:55.559Z","updated_at":"2025-02-28T04:20:55.559Z"}}]
1/3/2025 23:37 | BbYfpsrrLgaIFhoaVEJPa2H7wAhm2YpW | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:37 | BbYfpsrrLgaIFhoaVEJPa2H7wAhm2YpW | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:41 | Oto6nY7UGXx87cF83POi58T9NvHFP0mE | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:41 | RLpB51VZKajvULTWIRVDmd1Y7ukLc7Ik | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:41 | RLpB51VZKajvULTWIRVDmd1Y7ukLc7Ik | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:42 | H4P8QMyvhbnV7kUj10XTuAJyT2ZnvFjX | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:42 | 5YO7F7DQoT6zUhLdFxer9BOcaqBcHb30 | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:42 | 5YO7F7DQoT6zUhLdFxer9BOcaqBcHb30 | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:43 | xo7qsMSH8vLOV87iLA4npCgtPXezLXIK | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:43 | xo7qsMSH8vLOV87iLA4npCgtPXezLXIK | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:45 | 2JpEA8k69Hc8Zr3EaDLKXhQkJ9IqVtsD | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:45 | Yt3fPBBLPdjzzw2wnegBfGpRVE3KUSPo | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:45 | Yt3fPBBLPdjzzw2wnegBfGpRVE3KUSPo | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:46 | AUnICyG5S5smGW1m8bm6kGkxmvBL01Sy | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:46 | AUnICyG5S5smGW1m8bm6kGkxmvBL01Sy | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:47 | rFY1PnKB7yzaZEyJyeg6EbaEZoI800xx | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:49 | n53jIcdFXWAeIT6rBgYeqUaoEOIGyyBT | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:50 | 9lfY1wPbQ7A0OnDxZ459dXeKsBbSaFlS | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:50 | 9lfY1wPbQ7A0OnDxZ459dXeKsBbSaFlS | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:50 | 6jFDn74XtnIpxtPsr1nc9LpDHcoiObCU | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:50 | NDttNRRzNLTTCHy6jKuApGlW79RRPgBR | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:50 | NDttNRRzNLTTCHy6jKuApGlW79RRPgBR | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:50 | JfxIn1Y55V2TLDbJ9uHci653wQrQ1cRg | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:51 | O37F8Vx8QOhFcJ0xzN3q3U2VEJUJXnQ2 | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:52 | T1hsaudCNJ2jDWDEQHJMx0iBoISJUfc6 | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:52 | T1hsaudCNJ2jDWDEQHJMx0iBoISJUfc6 | [info] | Method: GET | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {} | Response :  [{"id":1,"user_id":1,"transportation":1200,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","date_recorded":"2025-03-01T17:48:23.562Z","category":"transport","comments":"string","created_at":"2025-03-01T17:48:23.569Z","updated_at":"2025-03-01T17:48:23.569Z"}]
1/3/2025 23:53 | cDPymLLOuFrjtITLpBWUDaYA0GF5NCnv | [error] | Method: POST | Status: 422 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {"transportation":1210,"energy_consuption":1200,"diet":1200,"household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","category":"string","comments":"string"} | BadRequestError : {"category":"category must be one of [transport, electricity, food]"}
1/3/2025 23:53 | HfMoIHW25SlW8iu2ZyqrupOdRGFP9u5c | [info] | Method: POST | Status: 200 | IP : ::1 | URL : http://localhost:3001/school/v1/api/user/carbon-footprint | Request Body : {"transportation":1210,"energy_consuption":1200,"diet":1200,"household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","category":"transport","comments":"string"} | Response :  {"date_recorded":"2025-03-01T18:23:29.304Z","id":2,"user_id":1,"transportation":1210,"energy_consuption":1200,"diet":"1200","household_size":1200,"waste_generated":1200,"carbon_emission":45000,"carbon_footprint_score":"low","category":"transport","comments":"string","created_at":"2025-03-01T18:23:29.311Z","updated_at":"2025-03-01T18:23:29.311Z"}
